909643615,Raquel Monteiro-Lopes,901086764,Travessa do Conselho da Europa 60 6925-169 Oliveira do Hospital,ortopedia
168362937,Simão Brito,953397086,Largo Vicente Cruz 23 1965-237 Alcobaça,cardiologia
359927793,Simão Vieira,951743769,Av de Valente 81 4782-353 Vila Nova de Gaia,dermatologia
580105039,Filipa-Caetana Morais,981392758,Praça do Preto S/N 3138-674 Espinho,cirugia cardio-toráxica
318332849,Wilson Jesus,932618789,Praça Azevedo 94 1516-351 Viseu,otorrinolaringologia
080552537,Nádia Pinto,920631783,Travessa dos Aliados S/N 3965-732 Marinha Grande,ortopedia
261421328,Iara Loureiro,916458548,Largo Azevedo S/N 7750-749 Sintra,cardiologia
033718990,Laura Amaral,949759692,Av Jesus 10 2407-841 Évora,dermatologia
812412459,Gabriel Barros-Carvalho,967826547,Avenida de Faria S/N 7625-081 Amarante,cirugia cardio-toráxica
127865640,Luciana do Cunha,988777356,Travessa de Teixeira 17 5028-963 Guimarães,otorrinolaringologia
192676499,Rita Leite,928542788,Largo de Chaves de Oliveira 88 2692-187 Lagos,ortopedia
094268960,Andreia Gaspar,916736482,Praça de Ribeiro 325 7863-237 Montijo,cardiologia
373120846,Vitória de Domingues,951949485,R. Marques 6 2061-928 Estremoz,dermatologia
701369222,Lucas Ribeiro,961795298,Alameda Mendes S/N 9815-571 Lamego,cirugia cardio-toráxica
200793624,Rui Azevedo,904298407,Travessa de Tavares 19 4294-696 Guimarães,otorrinolaringologia
890189580,Joaquim Brito,901246679,Rua do Adro 479 4433-115 Figueira da Foz,ortopedia
033569818,Raquel Garcia,978109710,Avenida Rodrigues 37 9323-125 Ourém,cardiologia
800289458,Flor Melo,943133788,Av Sousa 266 7068-994 Torres Novas,dermatologia
029266292,Sara-Soraia Teixeira,918624775,Travessa de Ferreira 53 1122-350 Sabugal,cirugia cardio-toráxica
957441819,António Macedo,973127864,Travessa de Maia 5 6972-307 Caniço,otorrinolaringologia
