611224132,Templimedis,3
611224132,Almadense,4
611224132,Almadense,5
611224132,Almadense,6
124306894,Almadense,0
124306894,Almadense,1
124306894,Almadense,2
124306894,Almadense,3
124306894,Gonzaga,4
124306894,Gonzaga,5
124306894,Gonzaga,6
897217773,Gonzaga,0
897217773,Gonzaga,1
897217773,Gonzaga,2
897217773,Gonzaga,3
897217773,Cuf,4
897217773,Cuf,5
897217773,Cuf,6
271968499,Cuf,0
271968499,Cuf,1
271968499,Cuf,2
271968499,Cuf,3
271968499,Joaquim Chaves,4
271968499,Joaquim Chaves,5
271968499,Joaquim Chaves,6
676929136,Joaquim Chaves,0
676929136,Joaquim Chaves,1
676929136,Joaquim Chaves,2
676929136,Joaquim Chaves,3
676929136,Templimedis,4
676929136,Templimedis,5
676929136,Templimedis,6
796019745,Templimedis,0
796019745,Templimedis,1
796019745,Templimedis,2
796019745,Templimedis,3
796019745,Almadense,4
796019745,Almadense,5
796019745,Almadense,6
443160511,Almadense,0
443160511,Almadense,1
443160511,Almadense,2
443160511,Almadense,3
443160511,Gonzaga,4
443160511,Gonzaga,5
443160511,Gonzaga,6
909643615,Gonzaga,0
909643615,Gonzaga,1
909643615,Gonzaga,2
909643615,Gonzaga,3
909643615,Cuf,4
909643615,Cuf,5
909643615,Cuf,6
168362937,Cuf,0
168362937,Cuf,1
168362937,Cuf,2
168362937,Cuf,3
168362937,Joaquim Chaves,4
168362937,Joaquim Chaves,5
168362937,Joaquim Chaves,6
359927793,Joaquim Chaves,0
359927793,Joaquim Chaves,1
359927793,Joaquim Chaves,2
359927793,Joaquim Chaves,3
359927793,Templimedis,4
359927793,Templimedis,5
359927793,Templimedis,6
580105039,Templimedis,0
580105039,Templimedis,1
580105039,Templimedis,2
580105039,Templimedis,3
580105039,Almadense,4
580105039,Almadense,5
580105039,Almadense,6
318332849,Almadense,0
318332849,Almadense,1
318332849,Almadense,2
318332849,Almadense,3
318332849,Gonzaga,4
318332849,Gonzaga,5
318332849,Gonzaga,6
080552537,Gonzaga,0
080552537,Gonzaga,1
080552537,Gonzaga,2
080552537,Gonzaga,3
080552537,Cuf,4
080552537,Cuf,5
080552537,Cuf,6
261421328,Cuf,0
261421328,Cuf,1
261421328,Cuf,2
261421328,Cuf,3
261421328,Joaquim Chaves,4
261421328,Joaquim Chaves,5
261421328,Joaquim Chaves,6
033718990,Joaquim Chaves,0
033718990,Joaquim Chaves,1
033718990,Joaquim Chaves,2
033718990,Joaquim Chaves,3
033718990,Templimedis,4
033718990,Templimedis,5
033718990,Templimedis,6
812412459,Templimedis,0
812412459,Templimedis,1
812412459,Templimedis,2
812412459,Templimedis,3
812412459,Almadense,4
812412459,Almadense,5
812412459,Almadense,6
127865640,Almadense,0
127865640,Almadense,1
127865640,Almadense,2
127865640,Almadense,3
127865640,Gonzaga,4
127865640,Gonzaga,5
127865640,Gonzaga,6
192676499,Gonzaga,0
192676499,Gonzaga,1
192676499,Gonzaga,2
192676499,Gonzaga,3
192676499,Cuf,4
192676499,Cuf,5
192676499,Cuf,6
094268960,Cuf,0
094268960,Cuf,1
094268960,Cuf,2
094268960,Cuf,3
094268960,Joaquim Chaves,4
094268960,Joaquim Chaves,5
094268960,Joaquim Chaves,6
373120846,Joaquim Chaves,0
373120846,Joaquim Chaves,1
373120846,Joaquim Chaves,2
373120846,Joaquim Chaves,3
373120846,Templimedis,4
373120846,Templimedis,5
373120846,Templimedis,6
701369222,Templimedis,0
701369222,Templimedis,1
701369222,Templimedis,2
701369222,Templimedis,3
701369222,Almadense,4
701369222,Almadense,5
701369222,Almadense,6
200793624,Almadense,0
200793624,Almadense,1
200793624,Almadense,2
200793624,Almadense,3
200793624,Gonzaga,4
200793624,Gonzaga,5
200793624,Gonzaga,6
890189580,Gonzaga,0
890189580,Gonzaga,1
890189580,Gonzaga,2
890189580,Gonzaga,3
890189580,Cuf,4
890189580,Cuf,5
890189580,Cuf,6
033569818,Cuf,0
033569818,Cuf,1
033569818,Cuf,2
033569818,Cuf,3
033569818,Joaquim Chaves,4
033569818,Joaquim Chaves,5
033569818,Joaquim Chaves,6
800289458,Joaquim Chaves,0
800289458,Joaquim Chaves,1
800289458,Joaquim Chaves,2
800289458,Joaquim Chaves,3
800289458,Templimedis,4
800289458,Templimedis,5
800289458,Templimedis,6
029266292,Templimedis,0
029266292,Templimedis,1
029266292,Templimedis,2
029266292,Templimedis,3
029266292,Almadense,4
029266292,Almadense,5
029266292,Almadense,6
957441819,Almadense,0
957441819,Almadense,1
957441819,Almadense,2
957441819,Almadense,3
957441819,Gonzaga,4
957441819,Gonzaga,5
957441819,Gonzaga,6
